# cv FES error #temp= 410 K, pres= 0.4 GPa, blocks_neff=9.9233
0.000000000000000000e+00 5.485263108124277309e+00 1.660302351473531834e-01
1.010101010101010187e-02 3.293787057253452222e+00 1.052032768125428508e-01
2.020202020202020374e-02 1.743194116289708440e+00 8.352422240545608056e-02
3.030303030303030387e-02 7.830634821422357561e-01 8.686302494558365006e-02
4.040404040404040747e-02 3.068422484771771153e-01 9.106759409973548547e-02
5.050505050505051108e-02 1.859322889930838940e-01 8.843459338722477192e-02
6.060606060606060774e-02 3.324872460805146090e-01 8.722349082702940404e-02
7.070707070707071829e-02 7.048267539808978910e-01 9.067711534687998565e-02
8.080808080808081495e-02 1.246587138645595338e+00 8.850136600176393420e-02
9.090909090909091161e-02 1.869114009832212986e+00 8.144371826941022852e-02
1.010101010101010222e-01 2.560259593098468400e+00 7.607529039545872507e-02
1.111111111111111188e-01 3.315473009913671554e+00 8.330256625074426713e-02
1.212121212121212155e-01 4.072353615851213249e+00 9.228258193503229012e-02
1.313131313131313260e-01 4.784480937486390140e+00 8.437816096459002657e-02
1.414141414141414366e-01 5.518342530931693801e+00 8.608783951878554164e-02
1.515151515151515194e-01 6.288547563479744085e+00 9.695488018813216979e-02
1.616161616161616299e-01 7.044609197374585463e+00 9.588236726543301891e-02
1.717171717171717404e-01 7.824709197510316017e+00 1.216419665318244359e-01
1.818181818181818232e-01 8.550566666190169585e+00 1.501108633841558015e-01
1.919191919191919338e-01 9.149086295846721839e+00 1.451170701148223885e-01
2.020202020202020443e-01 9.744465703211629304e+00 1.267272017743026058e-01
2.121212121212121271e-01 1.030934278338559373e+01 1.341361367921087289e-01
2.222222222222222376e-01 1.082153537194506931e+01 1.380780184359848561e-01
2.323232323232323482e-01 1.137804327768706791e+01 1.292366811673349436e-01
2.424242424242424310e-01 1.191516354291719892e+01 1.052254308413437534e-01
2.525252525252525415e-01 1.240127570178105287e+01 8.231682670404129321e-02
2.626262626262626521e-01 1.285220699179701676e+01 8.180382997120927424e-02
2.727272727272727626e-01 1.319276252941414640e+01 1.007165765000718055e-01
2.828282828282828731e-01 1.349978719921168491e+01 1.071033842381594464e-01
2.929292929292929282e-01 1.384191821616227713e+01 1.050863581794630602e-01
3.030303030303030387e-01 1.417430091567857531e+01 1.225262933099738605e-01
3.131313131313131493e-01 1.440913525428970843e+01 1.446948630522891799e-01
3.232323232323232598e-01 1.460491827369104456e+01 1.415493701911270941e-01
3.333333333333333703e-01 1.484702621038648118e+01 1.185260788866059206e-01
3.434343434343434809e-01 1.512973801713142308e+01 1.005671642637952362e-01
3.535353535353535914e-01 1.536351663734724227e+01 9.396620629475047060e-02
3.636363636363636465e-01 1.547375183613987204e+01 9.832384576158764711e-02
3.737373737373737570e-01 1.558525418805822227e+01 1.120589791976194793e-01
3.838383838383838675e-01 1.577768858597821122e+01 9.814848169947440470e-02
3.939393939393939781e-01 1.587891525346303823e+01 8.529823335356032099e-02
4.040404040404040886e-01 1.590204558262953682e+01 9.353825531272738636e-02
4.141414141414141992e-01 1.598214339778489190e+01 1.071380358693916346e-01
4.242424242424242542e-01 1.603716859109703563e+01 1.227638441823375171e-01
4.343434343434343647e-01 1.603385960111365449e+01 1.179156832865314725e-01
4.444444444444444753e-01 1.603541493327442424e+01 1.091350441639601099e-01
4.545454545454545858e-01 1.602437919738852301e+01 1.028319550534132626e-01
4.646464646464646964e-01 1.600524602800171792e+01 9.746618775112113331e-02
4.747474747474748069e-01 1.606976699946199005e+01 8.224566303404420853e-02
4.848484848484848619e-01 1.610412255814311067e+01 8.914800887155013842e-02
4.949494949494949725e-01 1.597611292494366708e+01 1.195064843074315625e-01
5.050505050505050830e-01 1.581831077403899144e+01 1.558187000981387793e-01
5.151515151515152491e-01 1.572823295913795505e+01 1.375371105435247987e-01
5.252525252525253041e-01 1.569288246511109719e+01 9.204366184785618688e-02
5.353535353535353591e-01 1.556139546792607931e+01 9.032208887051286494e-02
5.454545454545455252e-01 1.538073550679209944e+01 1.232519172707330496e-01
5.555555555555555802e-01 1.531144130175945861e+01 1.362310654462781379e-01
5.656565656565657463e-01 1.522438202488563874e+01 1.201959993866680981e-01
5.757575757575758013e-01 1.503090155977620412e+01 7.982959194790342772e-02
5.858585858585858563e-01 1.482375512647556093e+01 6.743456982516407572e-02
5.959595959595960224e-01 1.464132295759809210e+01 8.213426794372284678e-02
6.060606060606060774e-01 1.444183472245452293e+01 8.079185136576816362e-02
6.161616161616162435e-01 1.421566327966803911e+01 8.502292189604807038e-02
6.262626262626262985e-01 1.395902010347120026e+01 1.030954137988652763e-01
6.363636363636364646e-01 1.366246943479798759e+01 1.094838250028673104e-01
6.464646464646465196e-01 1.335284833884542266e+01 9.605017255368039630e-02
6.565656565656565746e-01 1.307200052275557312e+01 8.615825609413993447e-02
